			00 00 70 00 00 C8	51200	
414.28	0.00E+00		00 00 90 62 41 CF	53057	9
414.35	3.34E+04		92 20 91 58 4A CF	53066	9
414.42	1.07E+05		92 68 91 4E 53 CF	53075	9
414.49	0.00E+00		00 00 90 44 5C CF	53084	9
420.3	0.00E+00		00 00 90 1C 44 D2	53828	744
420.37	2.17E+05		00 35 92 14 4D D2	53837	9
420.44	5.85E+02		49 02 90 0A 56 D2	53846	9
420.51	0.00E+00		00 00 90 00 5F D2	53855	9
421	0.00E+00		00 00 90 BC 9D D2	53917	62
421.07	2.80E+05		49 44 92 B2 A6 D2	53926	9
421.14	0.00E+00		00 00 90 A8 AF D2	53935	9
421.77	0.00E+00		00 00 90 50 00 D3	54016	81
421.84	5.60E+05		32 22 93 48 09 D3	54025	9
421.91	0.00E+00		00 00 90 3E 12 D3	54034	9
425.27	0.00E+00		00 00 90 6A C0 D4	54464	430
425.34	1.12E+05		25 6D 91 60 C9 D4	54473	9
425.41	0.00E+00		00 00 90 58 D2 D4	54482	9
425.48	1.50E+05		92 24 92 4E DB D4	54491	9
425.55	0.00E+00		00 00 90 44 E4 D4	54500	9
426.39	0.00E+00		00 00 90 D0 4F D5	54607	107
426.46	3.31E+04		49 20 91 C6 58 D5	54616	9
426.53	0.00E+00		00 00 90 BC 61 D5	54625	9
427.16	0.00E+00		00 00 90 64 B2 D5	54706	81
427.23	2.45E+05		C9 3B 92 5A BB D5	54715	9
427.3	0.00E+00		00 00 90 50 C4 D5	54724	9
428.77	0.00E+00		00 00 90 84 80 D6	54912	188
428.84	8.95E+04		6E 57 91 7A 89 D6	54921	9
428.91	0.00E+00		00 00 90 70 92 D6	54930	9
429.19	0.00E+00		00 00 90 4A B6 D6	54966	36
429.26	5.90E+05		05 24 93 40 BF D6	54975	9
429.33	6.88E+05		FB 29 93 36 C8 D6	54984	9
429.4	3.73E+05		25 5B 92 2C D1 D6	54993	9
429.47	2.05E+03		00 08 90 24 DA D6	55002	9
429.54	0.00E+00		00 00 90 1A E3 D6	55011	9
429.82	0.00E+00		00 00 90 F2 06 D7	55046	35
429.89	7.78E+04		00 4C 91 E8 0F D7	55055	9
429.96	2.36E+05		92 39 92 E0 18 D7	55064	9
430.03	9.95E+03		DB 26 90 D6 21 D7	55073	9
430.1	0.00E+00		00 00 90 CC 2A D7	55082	9
430.31	0.00E+00		00 00 90 AE 45 D7	55109	27
430.38	1.86E+05		49 2D 92 A4 4E D7	55118	9
430.45	0.00E+00		00 00 90 9C 57 D7	55127	9
431.22	0.00E+00		00 00 90 30 BA D7	55226	99
431.29	2.33E+05		EE 38 92 26 C3 D7	55235	9
431.36	0.00E+00		00 00 90 1C CC D7	55244	9
432.14	0.00E+00		00 00 90 B2 2E D8	55342	98
432.21	1.81E+05		37 2C 92 A8 37 D8	55351	9
432.28	0.00E+00		00 00 90 9E 40 D8	55360	9
433.68	0.00E+00		00 00 90 DC F3 D8	55539	179
433.75	1.95E+05		92 2F 92 D2 FC D8	55548	9
433.82	0.00E+00		00 00 90 C8 05 D9	55557	9
433.96	0.00E+00		00 00 90 B4 17 D9	55575	18
434.03	2.20E+05		B7 35 92 AC 20 D9	55584	9
434.1	0.00E+00		00 00 90 A2 29 D9	55593	9
434.87	0.00E+00		00 00 90 36 8C D9	55692	99
434.94	7.72E+04		6E 4B 91 2C 95 D9	55701	9
435.01	1.46E+03		B7 05 90 24 9E D9	55710	9
435.08	0.00E+00		00 00 90 1A A7 D9	55719	9
435.29	0.00E+00		00 00 90 FC C1 D9	55745	26
435.36	1.91E+05		92 2E 92 F2 CA D9	55754	9
435.43	3.31E+04		49 20 91 E8 D3 D9	55763	9
435.5	0.00E+00		00 00 90 DE DC D9	55772	9
435.57	1.24E+05		6E 79 91 D6 E5 D9	55781	9
435.64	1.81E+04		DB 46 90 CC EE D9	55790	9
435.71	0.00E+00		00 00 90 C2 F7 D9	55799	9
437.04	0.00E+00		00 00 90 0A A2 DA	55970	171
437.11	7.61E+05		72 2E 93 00 AB DA	55979	9
437.18	0.00E+00		00 00 90 F6 B3 DA	55987	8
437.25	0.00E+00		00 00 90 EC BC DA	55996	9
437.32	1.60E+05		EE 26 92 E2 C5 DA	56005	9
437.39	1.39E+05		00 22 92 D8 CE DA	56014	9
437.46	0.00E+00		00 00 90 CE D7 DA	56023	9
438.02	0.00E+00		00 00 90 80 1F DB	56095	72
438.09	1.84E+05		DB 2C 92 78 28 DB	56104	9
438.16	0.00E+00		00 00 90 6E 31 DB	56113	9
438.79	0.00E+00		00 00 90 16 82 DB	56194	81
438.86	3.44E+05		00 54 92 0C 8B DB	56203	9
438.93	0.00E+00		00 00 90 02 94 DB	56212	9
440.26	0.00E+00		00 00 90 4A 3E DC	56382	170
440.33	1.00E+05		00 62 91 40 47 DC	56391	9
440.4	1.37E+05		80 21 92 36 50 DC	56400	9
440.47	0.00E+00		00 00 90 2C 59 DC	56409	9
440.82	0.00E+00		00 00 90 FC 85 DC	56453	44
440.89	1.76E+05		12 2B 92 F2 8E DC	56462	9
440.96	0.00E+00		00 00 90 E8 97 DC	56471	9
441.38	0.00E+00		00 00 90 AE CD DC	56525	54
441.45	1.63E+05		C9 27 92 A4 D6 DC	56534	9
441.52	1.17E+03		92 04 90 9A DF DC	56543	9
441.59	0.00E+00		00 00 90 90 E8 DC	56552	9
443.83	0.00E+00		00 00 90 5A 07 DE	56839	287
443.9	4.25E+05		C9 67 92 50 10 DE	56848	9
443.97	0.00E+00		00 00 90 46 19 DE	56857	9
444.6	0.00E+00		00 00 90 EE 69 DE	56937	80
444.67	2.93E+02		25 01 90 E6 72 DE	56946	9
444.74	0.00E+00		00 00 90 DC 7B DE	56955	9
445.86	0.00E+00		00 00 90 40 0B DF	57099	144
445.93	1.04E+05		00 66 91 36 14 DF	57108	9
446	0.00E+00		00 00 90 2C 1D DF	57117	9
446.42	0.00E+00		00 00 90 F2 52 DF	57170	53
446.49	8.63E+04		49 54 91 E8 5B DF	57179	9
446.56	0.00E+00		00 00 90 DE 64 DF	57188	9
446.98	0.00E+00		00 00 90 A4 9A DF	57242	54
447.05	2.39E+05		6E 3A 92 9A A3 DF	57251	9
447.12	0.00E+00		00 00 90 90 AC DF	57260	9
447.4	0.00E+00		00 00 90 6A D0 DF	57296	36
447.47	1.40E+04		DB 36 90 60 D9 DF	57305	9
447.54	0.00E+00		00 00 90 56 E2 DF	57314	9
448.24	0.00E+00		00 00 90 F6 3B E0	57403	89
448.31	1.55E+05		DB 25 92 EC 44 E0	57412	9
448.38	1.87E+04		25 49 90 E2 4D E0	57421	9
448.45	0.00E+00		00 00 90 D8 56 E0	57430	9
449.15	0.00E+00		00 00 90 76 B0 E0	57520	90
449.22	1.97E+05		00 30 92 6E B9 E0	57529	9
449.29	0.00E+00		00 00 90 64 C2 E0	57538	9
449.36	3.06E+05		A5 4A 92 5A CB E0	57547	9
449.43	1.14E+04		92 2C 90 50 D4 E0	57556	9
449.5	0.00E+00		00 00 90 46 DD E0	57565	9
449.85	0.00E+00		00 00 90 16 0A E1	57610	45
449.92	4.97E+04		92 30 91 0C 13 E1	57619	9
449.99	0.00E+00		00 00 90 02 1C E1	57628	9
450.41	0.00E+00		00 00 90 C8 51 E1	57681	53
450.48	7.08E+04		25 45 91 BE 5A E1	57690	9
450.55	1.10E+05		25 6B 91 B4 63 E1	57699	9
450.62	0.00E+00		00 00 90 AA 6C E1	57708	9
450.69	0.00E+00		00 00 90 A0 75 E1	57717	9
450.76	1.15E+05		92 70 91 98 7E E1	57726	9
450.83	5.12E+04		00 32 91 8E 87 E1	57735	9
450.9	0.00E+00		00 00 90 84 90 E1	57744	9
453.22	0.00E+00		00 00 90 42 B8 E2	58040	296
453.29	1.86E+05		6E 2D 92 3A C1 E2	58049	9
453.36	0.00E+00		00 00 90 30 CA E2	58058	9
454.9	0.00E+00		00 00 90 5A 8F E3	58255	197
454.97	1.22E+05		DB 76 91 50 98 E3	58264	9
455.04	6.12E+04		B7 3B 91 46 A1 E3	58273	9
455.11	0.00E+00		00 00 90 3C AA E3	58282	9
457.21	0.00E+00		00 00 90 18 B7 E4	58551	269
457.28	1.42E+05		A5 22 92 0E C0 E4	58560	9
457.35	5.65E+04		25 37 91 06 C9 E4	58569	9
457.42	0.00E+00		00 00 90 FC D1 E4	58577	8
458.4	0.00E+00		00 00 90 74 4F E5	58703	126
458.47	6.78E+05		5B 29 93 6A 58 E5	58712	9
458.54	0.00E+00		00 00 90 60 61 E5	58721	9
459.94	0.00E+00		00 00 90 9E 14 E6	58900	179
460.01	2.07E+05		92 32 92 94 1D E6	58909	9
460.08	1.96E+05		EE 2F 92 8A 26 E6	58918	9
460.15	0.00E+00		00 00 90 80 2F E6	58927	9
460.22	0.00E+00		00 00 90 76 38 E6	58936	9
460.29	2.51E+05		37 3D 92 6C 41 E6	58945	9
460.36	1.23E+05		B7 77 91 62 4A E6	58954	9
460.43	0.00E+00		00 00 90 5A 53 E6	58963	9
461.13	0.00E+00		00 00 90 F8 AC E6	59052	89
461.2	2.93E+03		6E 0B 90 EE B5 E6	59061	9
461.27	1.84E+05		DB 2C 92 E4 BE E6	59070	9
461.34	0.00E+00		00 00 90 DA C7 E6	59079	9
461.41	0.00E+00		00 00 90 D2 D0 E6	59088	9
461.48	3.12E+05		37 4C 92 C8 D9 E6	59097	9
461.55	0.00E+00		00 00 90 BE E2 E6	59106	9
463.93	0.00E+00		00 00 90 74 13 E8	59411	305
464	1.86E+05		80 2D 92 6A 1C E8	59420	9
464.07	0.00E+00		00 00 90 60 25 E8	59429	9
464.14	2.08E+05		B7 32 92 56 2E E8	59438	9
464.21	0.00E+00		00 00 90 4C 37 E8	59447	9
465.4	0.00E+00		00 00 90 A6 CF E8	59599	152
465.47	2.29E+05		DB 37 92 9E D8 E8	59608	9
465.54	0.00E+00		00 00 90 94 E1 E8	59617	9
466.94	0.00E+00		00 00 90 D0 94 E9	59796	179
467.01	2.53E+05		C9 3D 92 C8 9D E9	59805	9
467.08	9.95E+03		DB 26 90 BE A6 E9	59814	9
467.15	2.30E+05		37 38 92 B4 AF E9	59823	9
467.22	1.76E+04		92 44 90 AA B8 E9	59832	9
467.29	2.84E+05		49 45 92 A0 C1 E9	59841	9
467.36	0.00E+00		00 00 90 96 CA E9	59850	9
468.13	0.00E+00		00 00 90 2C 2D EA	59949	99
468.2	2.38E+05		37 3A 92 22 36 EA	59958	9
468.27	0.00E+00		00 00 90 18 3F EA	59967	9
471	0.00E+00		00 00 90 9C 9C EB	60316	349
471.07	7.64E+04		92 4A 91 94 A5 EB	60325	9
471.14	0.00E+00		00 00 90 8A AE EB	60334	9
472.19	0.00E+00		00 00 90 F8 34 EC	60468	134
472.26	2.22E+05		12 36 92 EE 3D EC	60477	9
472.33	0.00E+00		00 00 90 E4 46 EC	60486	9
473.03	0.00E+00		00 00 90 82 A0 EC	60576	90
473.1	7.90E+03		DB 1E 90 7A A9 EC	60585	9
473.17	0.00E+00		00 00 90 70 B2 EC	60594	9
473.38	0.00E+00		00 00 90 52 CD EC	60621	27
473.45	1.67E+05		C9 28 92 48 D6 EC	60630	9
473.52	3.86E+04		B7 25 91 3E DF EC	60639	9
473.59	0.00E+00		00 00 90 36 E8 EC	60648	9
474.08	0.00E+00		00 00 90 F2 26 ED	60710	62
474.15	6.61E+04		92 40 91 E8 2F ED	60719	9
474.22	0.00E+00		00 00 90 DE 38 ED	60728	9
476.05	0.00E+00		00 00 90 E0 21 EE	60961	233
476.12	1.76E+03		DB 06 90 D8 2A EE	60970	9
476.19	0.00E+00		00 00 90 CE 33 EE	60979	9
477.03	0.00E+00		00 00 90 58 9F EE	61087	108
477.1	4.68E+03		49 12 90 50 A8 EE	61096	9
477.17	1.69E+05		5B 29 92 46 B1 EE	61105	9
477.24	0.00E+00		00 00 90 3C BA EE	61114	9
477.31	0.00E+00		00 00 90 32 C3 EE	61123	9
477.38	1.57E+05		37 26 92 28 CC EE	61132	9
477.45	0.00E+00		00 00 90 1E D5 EE	61141	9
478.08	0.00E+00		00 00 90 C6 25 EF	61221	80
478.15	1.52E+05		12 25 92 BE 2E EF	61230	9
478.22	0.00E+00		00 00 90 B4 37 EF	61239	9
479.41	0.00E+00		00 00 90 0E D0 EF	61392	153
479.48	8.51E+04		25 53 91 04 D9 EF	61401	9
479.55	4.59E+04		DB 2C 91 FA E1 EF	61409	8
479.62	0.00E+00		00 00 90 F0 EA EF	61418	9
481.16	0.00E+00		00 00 90 1C B0 F0	61616	198
481.23	4.62E+04		25 2D 91 12 B9 F0	61625	9
481.3	0.00E+00		00 00 90 08 C2 F0	61634	9
481.79	0.00E+00		00 00 90 C4 00 F1	61696	62
481.86	3.25E+04		DB 7E 90 BA 09 F1	61705	9
481.93	9.38E+05		3B 39 93 B0 12 F1	61714	9
482	0.00E+00		00 00 90 A6 1B F1	61723	9
483.26	0.00E+00		00 00 90 F8 BC F1	61884	161
483.33	2.23E+05		80 36 92 EE C5 F1	61893	9
483.4	0.00E+00		00 00 90 E4 CE F1	61902	9
485.64	0.00E+00		00 00 90 AC ED F2	62189	287
485.71	3.20E+05		12 4E 92 A2 F6 F2	62198	9
485.78	2.93E+02		25 01 90 9A FF F2	62207	9
485.85	0.00E+00		00 00 90 90 08 F3	62216	9
487.32	0.00E+00		00 00 90 C4 C4 F3	62404	188
487.39	1.00E+05		B7 61 91 BA CD F3	62413	9
487.46	2.96E+04		6E 73 90 B0 D6 F3	62422	9
487.53	9.95E+03		DB 26 90 A6 DF F3	62431	9
487.6	0.00E+00		00 00 90 9C E8 F3	62440	9
488.09	0.00E+00		00 00 90 58 27 F4	62503	63
488.16	1.68E+05		EE 28 92 4E 30 F4	62512	9
488.23	0.00E+00		00 00 90 44 39 F4	62521	9
489.14	0.00E+00		00 00 90 C6 AD F4	62637	116
489.21	1.27E+05		B7 7B 91 BC B6 F4	62646	9
489.28	0.00E+00		00 00 90 B4 BF F4	62655	9
490.61	0.00E+00		00 00 90 FA 69 F5	62825	170
490.68	8.75E+04		6E 55 91 F0 72 F5	62834	9
490.75	0.00E+00		00 00 90 E6 7B F5	62843	9
493.83	0.00E+00		00 00 90 3C 06 F7	63238	395
493.9	1.18E+05		DB 72 91 32 0F F7	63247	9
493.97	3.22E+03		92 0C 90 28 18 F7	63256	9
494.04	0.00E+00		00 00 90 1E 21 F7	63265	9
496.14	0.00E+00		00 00 90 FA 2D F8	63533	268
496.21	1.68E+05		00 29 92 F0 36 F8	63542	9
496.28	0.00E+00		00 00 90 E6 3F F8	63551	9
496.57	0.00E+00		00 00 90 C0 63 F8	63587	36
496.64	9.71E+04		DB 5E 91 B6 6C F8	63596	9
496.71	2.05E+05		EE 31 92 AC 75 F8	63605	9
496.78	4.30E+04		00 2A 91 A2 7E F8	63614	9
496.85	2.48E+05		80 3C 92 98 87 F8	63623	9
496.92	0.00E+00		00 00 90 90 90 F8	63632	9
497.83	0.00E+00		00 00 90 10 05 F9	63749	117
497.9	2.00E+05		EE 30 92 08 0E F9	63758	9
497.97	0.00E+00		00 00 90 FE 16 F9	63766	8
498.6	0.00E+00		00 00 90 A6 67 F9	63847	81
498.67	5.97E+04		49 3A 91 9C 70 F9	63856	9
498.74	0.00E+00		00 00 90 92 79 F9	63865	9
499.37	0.00E+00		00 00 90 3A CA F9	63946	81
499.44	1.94E+05		49 2F 92 32 D3 F9	63955	9
499.51	0.00E+00		00 00 90 28 DC F9	63964	9
499.65	0.00E+00		00 00 90 14 EE F9	63982	18
499.72	2.93E+02		25 01 90 0A F7 F9	63991	9
499.79	0.00E+00		00 00 90 00 00 FA	64000	9
